gene,protein_n,protein_mean_difference,protein_sd_difference,protein_tumor_nonfinite,protein_normal_nonfinite,protein_status,protein_ci95_low,protein_ci95_high,protein_t,protein_p,protein_q,rna_n,rna_mean_difference,rna_sd_difference,rna_tumor_nonfinite,rna_normal_nonfinite,rna_status,rna_ci95_low,rna_ci95_high,rna_t,rna_p,rna_q,same_direction,joint_pair_n,joint_protein_mean,joint_rna_mean
LARP7,72,0.09174455803906245,0.1460139177566274,0,0,tested,0.057432969526759324,0.12605614655136557,5.331535523991321,1.100076259429353e-06,1.9673912853573438e-06,72,0.14730172812497921,0.26281239960801883,0,0,tested,0.08554384196024048,0.20905961428971795,4.755850986925441,1.0059809339904426e-05,1.7206735144219002e-05,True,72.0,0.09174455803906242,0.14730172812497913
LARS,72,0.021080577958734907,0.18496094345285186,0,0,tested,-0.02238311290106034,0.06454426881853015,0.9670940911751681,0.33677976531258097,0.36984581713891473,72,0.5495217126310493,0.2923746742557664,0,0,tested,0.48081703249772556,0.6182263927643731,15.948188278608946,3.6146389846996047e-25,2.822684200988213e-24,True,72.0,0.021080577958734897,0.5495217126310493
LARS2,72,-1.1797376431425974,0.40036050604152146,0,0,tested,-1.2738177496894998,-1.085657536595695,-25.003479860742832,6.31911755880227e-37,4.83967224942467e-35,72,-1.151717305035799,0.24763640380684787,0,0,tested,-1.2099090070230667,-1.0935256030485312,-39.46368646360654,4.858578913757119e-50,1.2655599732204333e-47,True,72.0,-1.1797376431425972,-1.1517173050357992
LAS1L,72,0.11432891325551199,0.1992318097757843,0,0,tested,0.06751173321804335,0.16114609329298063,4.869267609804374,6.5592954912984265e-06,1.106226452583579e-05,72,0.16791150394995003,0.23945190111814654,0,0,tested,0.11164306580456215,0.2241799420953379,5.950156796975717,9.228268782289933e-08,1.8079077982201018e-07,True,72.0,0.11432891325551194,0.16791150394995
LASP1,72,0.14702283845492023,0.3253457279912305,0,0,tested,0.07057034053840486,0.2234753363714356,3.8344752839749816,0.00026959591830546175,0.0004018505197383298,72,0.3937552714032785,0.296416064101144,0,0,tested,0.32410091121532103,0.46340963159123594,11.271738191984166,1.7861491104305407e-17,6.897568102119563e-17,True,72.0,0.14702283845492023,0.3937552714032785
LAT,4,0.4355407937307246,0.5113977287435673,68,68,insufficient_pairs,,,,,,72,0.5630618490643357,0.618034203996626,0,0,tested,0.4178309312185021,0.7082927669101692,7.730540137607042,5.280404519510449e-11,1.290577017204257e-10,True,4.0,0.4355407937307246,0.5084467299383375
LAT2,20,0.5057497796616947,0.3107456303463751,52,52,tested,0.3603163479275522,0.6511832113958371,7.2785634067873035,6.622830274049058e-07,1.2037473938321413e-06,72,1.524101021813538,0.49931295039305224,0,0,tested,1.4067682308305167,1.6414338127965593,25.900441802425032,6.603977926262867e-38,2.893424890965171e-36,True,20.0,0.5057497796616945,1.566774356845247
LATS1,4,0.012030946060625254,0.0513105756657938,68,68,insufficient_pairs,,,,,,72,-0.15842219729133963,0.2815318184239102,0,0,tested,-0.2245789312198298,-0.09226546336284945,-4.7747957139184445,9.369135413804555e-06,1.6074538472750485e-05,False,4.0,0.012030946060625254,-0.2992990587639175
LATS2,3,-0.14618248631116673,0.24948155801845454,69,69,insufficient_pairs,,,,,,72,-0.3690437807358737,0.37635808742177657,0,0,tested,-0.4574835954281774,-0.28060396604356996,-8.320374727187284,4.2571502626333005e-12,1.1162398268611722e-11,True,3.0,-0.14618248631116673,-0.30160437543160334
LAX1,5,0.31563657226577996,0.5056632098334807,67,67,insufficient_pairs,,,,,,72,0.7872271805270259,0.6715808496807466,0,0,tested,0.6294134178321832,0.9450409432218686,9.9464481981518,4.295333325568402e-15,1.3897526490672647e-14,True,5.0,0.31563657226577996,0.8284077576287869
LBH,72,0.1507585501447431,0.40650661915481123,0,0,tested,0.05523417782281541,0.24628292246667077,3.146882872928638,0.0024121166785966135,0.003309280272987806,72,0.3956405653391474,0.6692898329278437,0,0,tested,0.2383651651874659,0.5529159654908289,5.015945790300712,3.7488189135539946e-06,6.597296773829635e-06,True,72.0,0.15075855014474313,0.3956405653391475
LBP,72,-0.2422365666512043,0.5738318674549029,0,0,tested,-0.37708044464491997,-0.10739268865748863,-3.5819645853434587,0.0006207601737146478,0.0008976775472584408,72,-0.3382752281704714,1.9952137189274677,0,0,tested,-0.8071274661608738,0.13057700981993098,-1.4386230736746202,0.15465112073522597,0.18097674077052875,True,72.0,-0.2422365666512043,-0.3382752281704714
LBR,72,0.4495103201556961,0.3924567880154493,0,0,tested,0.3572874962897494,0.5417331440216427,9.718831890850096,1.1184421423920975e-14,3.505570138900317e-14,72,-0.03113572957683603,0.3442287816747998,0,0,tested,-0.11202552756584366,0.049754068412171594,-0.7674995244913794,0.445329490265323,0.480123618381534,False,72.0,0.44951032015569603,-0.03113572957683603
LCAT,72,0.41846347981926,0.727671387400522,0,0,tested,0.2474690869540622,0.5894578726844578,4.8796481936633,6.306131866162429e-06,1.0653211148881572e-05,72,0.17633264313554992,0.3854739754303055,0,0,tested,0.08575069978127699,0.26691458648982286,3.8815385417344737,0.00022997636030894778,0.0003549225299305772,True,72.0,0.41846347981926,0.17633264313554983
LCK,55,0.6132778000472817,0.48236981120829314,17,17,tested,0.48287497366373067,0.7436806264308328,9.428844399460239,5.256632957549408e-13,1.463368436822786e-12,72,1.6671572550850153,0.8927466118209811,0,0,tested,1.4573720862382327,1.876942423931798,15.845815842016636,5.172184132757974e-25,3.968889478789059e-24,True,55.0,0.6132778000472817,1.657300969748023
LCLAT1,72,-0.2038128262507203,0.37520259258859057,0,0,tested,-0.2919811129691603,-0.11564453953228035,-4.609267666528241,1.7366816151283823e-05,2.8442909965039277e-05,72,-0.4095060448321087,0.4459366516116745,0,0,tested,-0.5142960205257755,-0.30471606913844185,-7.792079889136047,4.061504305219947e-11,1.001549790737353e-10,True,72.0,-0.20381282625072028,-0.4095060448321088
LCMT1,72,0.00868251853968336,0.21210214018076906,0,0,tested,-0.04115904086968373,0.05852407794905045,0.3473496909718412,0.7293561802678771,0.7523008693973076,72,-0.06052961040974832,0.3003099221993251,0,0,tested,-0.13109898239139506,0.010039761571898405,-1.7102690848118394,0.09158291333133872,0.11033179237351147,False,72.0,0.008682518539683366,-0.06052961040974831
LCMT2,7,0.5898337194962991,0.6480120374706119,65,65,insufficient_pairs,,,,,,72,-0.17524743901074122,0.27604809819709164,0,0,tested,-0.240115561861397,-0.11037931616008544,-5.3868287440949985,8.848466291437012e-07,1.6246966640756545e-06,False,7.0,0.5898337194962991,-0.21112200047794713
LCN2,72,-0.574784115587258,0.7531510060880318,0,0,tested,-0.7517659253048232,-0.3978023058696927,-6.475733167420982,1.0582496712401397e-08,2.1932284551853587e-08,72,-1.1086804470078704,1.501373211859549,0,0,tested,-1.4614858551511059,-0.7558750388646349,-6.26590741906645,2.5260492737759626e-08,5.1625996282082896e-08,True,72.0,-0.5747841155872577,-1.1086804470078704
LCOR,12,0.04814424794423263,0.3734587058432187,60,60,insufficient_pairs,,,,,,72,-0.2749367498618889,0.24546523229075048,0,0,tested,-0.3326182515559618,-0.2172552481678159,-9.504057503074264,2.7683858115960958e-14,8.450932125140433e-14,False,12.0,0.04814424794423263,-0.31635041197140906
LCORL,8,0.145667900786413,0.4741262867920421,64,64,insufficient_pairs,,,,,,72,-0.015417157900569741,0.2025466895273019,0,0,tested,-0.06301329649041017,0.03217898068927069,-0.6458704562523395,0.5204453215306202,0.5546924381427466,False,8.0,0.145667900786413,-0.00101421227896753
LCP1,72,1.2474761945932897,0.6561762946512862,0,0,tested,1.093282324861438,1.4016700643251414,16.13161981783229,1.90838843909125e-25,1.491188567710476e-24,72,2.217477692392689,0.8913838514783848,0,0,tested,2.008012756526669,2.426942628258709,21.108663938484504,2.56661360781878e-32,4.856135099768568e-31,True,72.0,1.24747619459329,2.2174776923926895
LCP2,72,1.4395605230951254,0.44838698603558413,0,0,tested,1.3341947470410378,1.544926299149213,27.242262764376502,2.5283647083882585e-39,3.84349744231203e-37,72,1.7606718633024814,0.6201373975537045,0,0,tested,1.614946719200679,1.9063970074042837,24.09110662695143,6.724092882346571e-36,2.1274313836575717e-34,True,72.0,1.4395605230951254,1.7606718633024816
LDAH,72,-0.09726869806424104,0.4507126865331996,0,0,tested,-0.2031809869419216,0.00864359081343953,-1.8312159755905697,0.07126388235804162,0.08476303594336405,72,-0.31874118870635954,0.2811726489056573,0,0,tested,-0.38481352193589036,-0.2526688554768287,-9.6190318733321,1.7035304653561496e-14,5.271380276443805e-14,True,72.0,-0.09726869806424102,-0.31874118870635965
LDB1,72,-0.009620388711551813,0.3172460530697405,0,0,tested,-0.08416955633421942,0.0649287789111158,-0.25731354056947214,0.7976810146525491,0.8163130987361307,72,-0.0915801219123137,0.3128604373718775,0,0,tested,-0.16509872037068435,-0.018061523453943046,-2.4838011134958013,0.015360890057793505,0.020216453796300077,True,72.0,-0.00962038871155181,-0.09158012191231373
LDB2,14,-0.10706849946559868,0.4140942695358981,58,58,insufficient_pairs,,,,,,72,0.55539999133067,0.8784173188262513,0,0,tested,0.34898204125632576,0.7618179414050141,5.365018540376209,9.642892096750956e-07,1.7652796112421238e-06,False,14.0,-0.10706849946559868,0.7313484090590258
LDB3,1,-0.856005184987702,,71,71,insufficient_pairs,,,,,,72,-0.046416203182855977,0.4193145127470762,0,0,tested,-0.14495028294499934,0.05211787657928738,-0.9392819288559362,0.3507705602218448,0.3852094832583528,True,1.0,-0.856005184987702,-0.717987382047829
LDHA,72,1.584431104529735,0.39761664349883413,0,0,tested,1.4909957740695612,1.6778664349899088,33.81232642005798,1.6365613099378093e-45,4.10490490565151e-42,72,2.141568634803387,0.5500362141166335,0,0,tested,2.012316461205173,2.2708208084016013,33.03748368229701,7.702450798241715e-45,1.0242105029969666e-42,True,72.0,1.5844311045297346,2.1415686348033867
LDHAL6A,24,0.3955751002468249,0.45554348561781716,48,48,tested,0.20321595663812816,0.5879342438555216,4.254070933495651,0.00029891621327386464,0.00044416859712332403,72,-0.2439007464540597,0.18088884153951118,0,0,tested,-0.2864075402770698,-0.20139395263104962,-11.441095224204117,8.977273457205806e-18,3.543023137998514e-17,False,24.0,0.3955751002468249,-0.24343905249904926
LDHAL6B,27,0.7915929488049444,0.43108546338286463,45,45,tested,0.6210612190807967,0.962124678529092,9.54158274429487,5.581092993787446e-10,1.2662846224936555e-09,72,0.11565038688286772,0.4644699753443995,0,0,tested,0.006505293626075992,0.22479548013965944,2.112786887921096,0.038136200633543844,0.04803655637565158,True,27.0,0.7915929488049442,0.06789462393198038
LDHB,72,-1.0702492441648372,0.3588293987152354,0,0,tested,-1.1545700189512222,-0.9859284693784524,-25.30831088483837,2.9119558360906646e-37,2.3752563336176942e-35,72,-1.5323427316752751,0.5105720805142535,0,0,tested,-1.6523212885254177,-1.4123641748251325,-25.46625586525991,1.9548946944149972e-37,8.098545231873894e-36,True,72.0,-1.0702492441648377,-1.5323427316752753
LDHC,56,0.5903367638269035,0.43733055913317775,16,16,tested,0.47321887528080275,0.7074546523730042,10.101456973120015,3.882592698317949e-14,1.167687426325659e-13,72,-0.3682460915856132,0.40141625289078886,0,0,tested,-0.46257428647931,-0.27391789669191646,-7.784118554157463,4.2017966176261334e-11,1.0346692914291755e-10,False,56.0,0.5903367638269034,-0.36564526613443527
LDHD,72,-1.3509597971225098,0.6648391509175651,0,0,tested,-1.5071893382760764,-1.1947302559689432,-17.242176529537904,4.362088017516047e-27,4.1404757880547297e-26,72,-2.76273004146957,1.1867024770163463,0,0,tested,-3.0415914521042944,-2.4838686308348454,-19.754354791498578,1.4469407208622189e-30,2.126242488964072e-29,True,72.0,-1.3509597971225098,-2.7627300414695712
LDLR,19,0.2743887183273529,0.5020524063258663,53,53,insufficient_pairs,,,,,,72,-1.2438055360806681,1.0377217865646806,0,0,tested,-1.4876582007986057,-0.9999528713627306,-10.170394497949847,1.6818067132196376e-15,5.59964185814593e-15,False,19.0,0.2743887183273529,-1.187606687398289
LDLRAP1,72,-0.7250500033854648,0.2801131099964159,0,0,tested,-0.7908733571777938,-0.6592266495931357,-21.963460721981257,2.2165938831503342e-33,6.618775723109316e-32,72,-0.5381057443302021,0.3477750382848885,0,0,tested,-0.6198288717677573,-0.4563826168926469,-13.129115511722011,1.1329841638096981e-20,5.708450947228778e-20,True,72.0,-0.7250500033854649,-0.5381057443302022
LEAP2,62,-1.7673822940217538,1.1850232168348112,10,8,tested,-2.068321842351434,-1.4664427456920737,-11.743552279664957,2.6760319505806635e-17,1.0029371893976763e-16,72,-0.5209421488979975,0.7943275714938504,0,0,tested,-0.7075999771092879,-0.3342843206867071,-5.56488389895228,4.365570196885919e-07,8.188943207436692e-07,True,62.0,-1.7673822940217543,-0.5384301289593565
LECT2,72,-0.009033255303757072,0.5767949445264337,0,0,tested,-0.14457342227300768,0.12650691166549355,-0.13288901663422764,0.894657069188247,0.9040280365762596,72,-0.25585304368071804,0.7370376030694666,0,0,tested,-0.42904838932417066,-0.08265769803726541,-2.945555365214692,0.004356608311866963,0.006048989196798124,True,72.0,-0.00903325530375703,-0.25585304368071804
LEF1,9,0.6381614164470557,0.4657753807642917,61,63,insufficient_pairs,,,,,,72,0.3968570774224388,0.9932746962723644,0,0,tested,0.1634489668683108,0.6302651879765668,3.3902443905245647,0.0011436609439541008,0.0016702544431096181,True,9.0,0.6381614164470558,0.7867526292252541
LEFTY1,1,0.893053856100199,,71,71,insufficient_pairs,,,,,,72,-0.3832243895663111,1.1815051541839543,0,0,tested,-0.660864489211436,-0.10558428992118618,-2.75222394369232,0.007508037257723333,0.010200437871935494,False,1.0,0.893053856100199,0.386073672725217
LEMD2,72,0.021415512419142975,0.2678512267834654,0,0,tested,-0.04152644008176997,0.08435746492005591,0.6784238057525527,0.4997083082361642,0.5334723831169861,72,0.33884588389414916,0.23984350386181713,0,0,tested,0.2824854236154773,0.395206344172821,11.987827983871272,9.957050387066025e-19,4.2499060181831755e-18,True,72.0,0.021415512419142954,0.33884588389414916
LEMD3,72,0.021898907959611327,0.2222469261035836,0,0,tested,-0.030326559268113156,0.0741243751873358,0.8360898352279101,0.4059094245972916,0.4400788045153044,72,0.2905361522518349,0.2590928942246061,0,0,tested,0.22965230700145386,0.3514199975022159,9.515046750407205,2.642744410973049e-14,8.08036420238825e-14,True,72.0,0.02189890795961132,0.2905361522518348
LENG1,68,0.07942803815244276,0.21295728289119153,4,4,tested,0.02788139415424662,0.1309746821506389,3.0756420864501623,0.0030395088764763063,0.004137773752739047,72,0.22709179162566245,0.30324135315504397,0,0,tested,0.15583356714111596,0.29835001611020895,6.354468906285607,1.751096640926118e-08,3.621218339011434e-08,True,68.0,0.07942803815244276,0.23379884081794516
LENG8,72,0.10729410551432753,0.211493037497574,0,0,tested,0.057595678218313934,0.15699253281034112,4.304731190485429,5.260814832812708e-05,8.283389079976442e-05,72,-0.31790052571734884,0.5042618788443491,0,0,tested,-0.43639625787205194,-0.19940479356264576,-5.349354220295326,1.0256299898424492e-06,1.874325252941295e-06,False,72.0,0.10729410551432751,-0.317900525717349
LEO1,72,0.010151706042563912,0.20909050841523624,0,0,tested,-0.03898215459755449,0.05928556668268232,0.41197509563009777,0.6815988408138612,0.7080639024524198,72,0.2535766652879678,0.23839869702581046,0,0,tested,0.19755571797078947,0.3095976126051461,9.02550803235543,2.1062096517380836e-13,6.052527811364615e-13,True,72.0,0.01015170604256392,0.25357666528796785
LEP,64,-0.21702821745936213,1.0007129342493342,8,8,tested,-0.46699887095127923,0.032942436032555006,-1.734988806732366,0.08763274085369635,0.10318264158961805,72,0.025742192227701872,0.42854856422986126,0,0,tested,-0.07496178325155277,0.12644616770695652,0.509696595610639,0.6118447495721867,0.6424200945949823,False,64.0,-0.2170282174593622,0.03628702805513449
LEPROT,20,-0.07147078957679523,0.302947601889511,52,52,tested,-0.21325463165145284,0.07031305249786238,-1.0550573294030146,0.304631247054183,0.33634481145533374,72,-0.24314026747827816,0.4420935285034363,0,0,tested,-0.34702715351639735,-0.13925338144015895,-4.66669030407393,1.403553810705777e-05,2.376966130260986e-05,True,20.0,-0.07147078957679523,-0.030255372548164062
LETM1,72,-0.9783043436875332,0.47714459438404916,0,0,tested,-1.090427826400072,-0.8661808609749944,-17.397635273526678,2.6012145640611997e-27,2.5436633256555572e-26,72,-1.331568163590385,0.4171646473333639,0,0,tested,-1.429597049747936,-1.2335392774328342,-27.084583051961086,3.6841314661583893e-39,1.9758876850960553e-37,True,72.0,-0.9783043436875334,-1.3315681635903849
LETMD1,72,-0.5226762708264263,0.46865793060940986,0,0,tested,-0.6328054853229513,-0.4125470563299013,-9.463309881117162,3.288893582614767e-14,9.938996781437937e-14,72,-0.016538020825540147,0.32367402073635554,0,0,tested,-0.09259768679614537,0.05952164514506507,-0.4335527446981269,0.6659277099274479,0.6943746108944079,True,72.0,-0.5226762708264263,-0.016538020825540147
LFNG,20,-0.23544705720920475,1.0196917498803277,52,52,tested,-0.7126774862607356,0.24178337184232604,-1.0326172102183853,0.31474888480423807,0.34705743062324657,72,0.29678190563893625,0.6151991812394987,0,0,tested,0.1522171854800089,0.4413466257978636,4.093435188023636,0.00011098589185204386,0.00017557377151136553,False,20.0,-0.23544705720920475,0.2982634131691079
LGALS1,72,0.816471712685103,0.46819925588565137,0,0,tested,0.7064502814644765,0.9264931439057295,14.79710215073814,2.191981030791699e-23,1.3883930354755756e-22,72,2.3751954693348223,0.775679207594665,0,0,tested,2.192919791800449,2.5574711468691955,25.98265066124382,5.386265183405435e-38,2.3818565688942868e-36,True,72.0,0.8164717126851029,2.375195469334822
LGALS2,72,-0.35557158729197874,0.8322861205337949,0,0,tested,-0.5511492372243293,-0.1599939373596282,-3.6251054684439623,0.0005395606954731694,0.0007839844254427674,72,-0.4950711756951088,1.6128996692983546,0,0,tested,-0.8740840164904382,-0.11605833489977935,-2.6045130431922905,0.011198238584086568,0.014971138766533509,True,72.0,-0.3555715872919787,-0.4950711756951088
LGALS3,72,1.0255041431721488,0.46620780532476186,0,0,tested,0.9159506798907274,1.13505760645357,18.66483380560626,4.276601469796005e-29,5.486846872949274e-28,72,1.4310205762886243,0.7074360545057441,0,0,tested,1.2647812535315537,1.597259899045695,17.16425416091853,5.658561291962033e-27,5.404196030470019e-26,True,72.0,1.0255041431721492,1.431020576288624
LGALS3BP,72,-0.32426835841149865,0.7149412512893338,0,0,tested,-0.492271315948725,-0.1562654008742723,-3.8485795258308317,0.000257083792002791,0.0003838276317208337,72,0.5695314559409954,0.78278140123297,0,0,tested,0.3855868447227908,0.7534760671592,6.173670768783151,3.6948405327095306e-08,7.446464518226997e-08,False,72.0,-0.32426835841149865,0.5695314559409957
LGALS4,72,0.7115487869853525,1.0896972413889532,0,0,tested,0.4554824891694886,0.9676150848012164,5.540705656346416,4.80737207274986e-07,8.838622687538822e-07,72,0.7274464654399888,2.2699596191129685,0,0,tested,0.1940321061296184,1.2608608247503592,2.7192501099934447,0.008218953360140262,0.011118625365898343,True,72.0,0.7115487869853527,0.7274464654399888
LGALS8,12,0.22838270028506621,0.33073289418055296,60,60,insufficient_pairs,,,,,,72,0.45598120534161324,0.2850286129325397,0,0,tested,0.3890027649885878,0.5229596456946386,13.574527795227999,2.0634936666344095e-21,1.1009352432955471e-20,True,12.0,0.22838270028506621,0.30912935757710913
LGALS9,72,1.2741891391594318,0.5420969627963697,0,0,tested,1.146802598156945,1.4015756801619186,19.944500913626975,8.119992019091253e-31,1.4193010440338422e-29,72,1.7089760901018411,0.5843984240371609,0,0,tested,1.5716491930438283,1.846302987159854,24.813795503045547,1.0272796962181857e-36,3.807743357424718e-35,True,72.0,1.2741891391594313,1.7089760901018414
LGALSL,72,-0.2861831195097821,0.2614906032265193,0,0,tested,-0.34763039875268853,-0.22473584026687568,-9.286545151659858,6.952317246171038e-14,2.0539634549715555e-13,72,0.23235344913798384,0.4425814373542928,0,0,tested,0.1283519101408912,0.33635498813507647,4.454738106497543,3.0615720119771814e-05,5.063563695550675e-05,False,72.0,-0.28618311950978204,0.2323534491379839
LGI2,14,-0.8551015376378354,0.5923212080386709,58,58,insufficient_pairs,,,,,,72,-0.9515796557721732,0.7916121505037301,0,0,tested,-1.137599391333926,-0.7655599202104203,-10.199971190550748,1.4863725021505191e-15,4.964583370523823e-15,True,14.0,-0.8551015376378353,-1.1327686748015344
LGI4,9,0.7465711857262327,0.6779651583653561,63,63,insufficient_pairs,,,,,,72,2.090556194310965,1.7494974864470894,0,0,tested,1.6794444401675381,2.5016679484543918,10.139458715891323,1.9139199566623474e-15,6.336964648430183e-15,True,9.0,0.7465711857262326,3.506332710868558
LGMN,72,-0.5264690888528518,0.5218813584704438,0,0,tested,-0.6491051957336076,-0.4038329819720961,-8.559873391240226,1.5313821241863042e-12,4.152528878908429e-12,72,-0.37729511298096086,0.9159120708335705,0,0,tested,-0.5925238978168947,-0.16206632814502692,-3.4953739520595497,0.0008200552233388834,0.0012116045121825071,True,72.0,-0.5264690888528519,-0.3772951129809608
LGSN,43,0.13187030944409964,0.6745985157440828,29,28,tested,-0.07574046972314022,0.3394810886113395,1.2818460568454784,0.2069278060975102,0.23371683874550486,72,-1.2836770142041805,0.7063215917734407,0,0,tested,-1.4496544510583824,-1.1176995773499785,-15.421248318087294,2.3181208330710384e-24,1.65328461737458e-23,False,43.0,0.1318703094440996,-1.322482225122805
LHFPL2,12,0.24135049010292495,0.5012537042454721,60,60,insufficient_pairs,,,,,,72,2.244804867889728,0.706720873384243,0,0,tested,2.078733604456931,2.410876131322525,26.952367832425008,5.0586440659748905e-39,2.6571855501246558e-37,True,12.0,0.2413504901029249,2.109989494283185
LHPP,72,-0.9801027265275685,0.4696579430154868,0,0,tested,-1.0904669324188296,-0.8697385206363073,-17.70745610485839,9.363820009684917e-28,9.735461777944949e-27,72,-1.196864138348171,0.6283190878924142,0,0,tested,-1.3445118854220053,-1.0492163912743369,-16.163330346505045,1.7096080336658362e-25,1.3833275217087606e-24,True,72.0,-0.980102726527568,-1.196864138348171
LIAS,72,-0.553240053862947,0.4102973905269965,0,0,tested,-0.6496552137855706,-0.45682489394032333,-11.441451086238697,8.964335248217588e-18,3.480618248659716e-17,72,-0.27326084329062644,0.29650232500018037,0,0,tested,-0.3429354737960845,-0.20358621278516836,-7.820158387902243,3.603020424537141e-11,8.912636057314134e-11,True,72.0,-0.5532400538629472,-0.27326084329062633
LIFR,24,-0.1267146337968126,0.485067959053103,48,48,tested,-0.3315408691427711,0.07811160154914587,-1.279763752492419,0.21338716070912428,0.2407955666848098,72,-0.5804691007347151,0.8694537001510414,0,0,tested,-0.7847807036861938,-0.3761574977832364,-5.664986701338602,2.924546886739218e-07,5.549926053028566e-07,True,24.0,-0.12671463379681264,-0.7149406292146692
LIG1,72,0.5247135004697089,0.25121664262602794,0,0,tested,0.4656804836062507,0.5837465173331671,17.72311597593911,8.89520894928458e-28,9.277092659893158e-27,72,0.8258885448208573,0.33856381177552014,0,0,tested,0.7463299494946167,0.9054471401470978,20.698894692300726,8.520794231534916e-32,1.5016024310717e-30,True,72.0,0.5247135004697087,0.8258885448208572
LIG3,72,-0.06475567056113192,0.21012950177315712,0,0,tested,-0.11413368267058777,-0.015377658451676067,-2.6149116647212898,0.010892534018426998,0.01412130686224035,72,-0.27324788346642126,0.19744135949709207,0,0,tested,-0.3196443283153675,-0.226851438617475,-11.743158485301475,2.6526596404821568e-18,1.0943875691856848e-17,True,72.0,-0.06475567056113192,-0.27324788346642126
LIG4,72,-0.22734519553272184,0.24313323346040536,0,0,tested,-0.28447870436757067,-0.170211686697873,-7.934283296942149,2.213866649856644e-11,5.5584895140169443e-11,72,-0.5271569874476658,0.3089126967684517,0,0,tested,-0.5997479123443707,-0.4545660625509609,-14.480063181871182,6.99374305407458e-23,4.300971027594701e-22,True,72.0,-0.22734519553272184,-0.5271569874476659
LILRA2,8,0.37482007275319995,0.21589605499082273,64,64,insufficient_pairs,,,,,,72,0.7701129980878454,0.36783208494034936,0,0,tested,0.6836766957544471,0.8565493004212437,17.765240571097884,7.7489064482214775e-28,8.087017349776696e-27,True,8.0,0.37482007275319995,0.7097749371853402
LILRB1,24,1.1071526959230913,0.716914596048615,48,48,tested,0.8044262118653581,1.4098791799808246,7.565640837292852,1.1025668189563635e-07,2.128955522438259e-07,72,1.7307835001121046,0.5494444406208302,0,0,tested,1.6016703864678485,1.8598966137563606,26.72915386994618,8.665122981675352e-39,4.2908154556395e-37,True,24.0,1.107152695923091,1.7293381299703003
LILRB2,45,1.3285101910098036,0.4805687154880758,27,27,tested,1.1841313652864922,1.472889016733115,18.544522355447796,2.026893272126101e-22,1.1411795846936684e-21,72,1.291002818099575,0.5693458477002121,0,0,tested,1.157213103066801,1.424792533132349,19.240541071404998,7.029327480826126e-30,9.333984779881899e-29,True,45.0,1.3285101910098032,1.2556254973208951
LILRB3,25,0.694717012223204,0.3866043450710507,47,47,tested,0.5351345818809469,0.8542994425654612,8.984857789111604,3.808789664808109e-09,8.160065493704839e-09,72,1.115665364375064,0.5083955287393901,0,0,tested,0.9961982721169428,1.2351324566331852,18.620806047780142,4.917399815220296e-29,5.903052871617041e-28,True,25.0,0.694717012223204,1.1505166748439677
LILRB4,17,1.1749320592070887,0.6927411462149221,55,55,insufficient_pairs,,,,,,72,2.1975194190670777,0.791475250054639,0,0,tested,2.011531853533693,2.3835069846004626,23.559259237544296,2.7573533850652996e-35,7.992541862350102e-34,True,17.0,1.1749320592070884,2.3820504297037823
LILRB5,52,0.2853787352223192,0.5216542045318829,20,20,tested,0.14014927726648194,0.43060819317815646,3.944941510418689,0.00024466644759068526,0.00036588738540428457,72,0.8388446989981004,0.8469726548690047,0,0,tested,0.6398158826939151,1.0378735153022858,8.403852543962243,2.9806590343818516e-12,7.88497934596145e-12,True,52.0,0.2853787352223192,0.828939485050918
LIMA1,71,-0.09033126458199142,0.3614606355708202,1,1,tested,-0.1758876011571822,-0.004774928006800655,-2.1057473198050394,0.0388149051613752,0.04757267816810132,72,0.1093603661379625,0.38642305445180636,0,0,tested,0.018555400147548307,0.2001653321283767,2.401392637369403,0.01895349744071629,0.024700209295813874,False,71.0,-0.0903312645819914,0.10809004762755661
LIMCH1,72,-0.1832178510281407,0.3539088368649361,0,0,tested,-0.26638235046727954,-0.10005335158900186,-4.392812094009423,3.832494588111545e-05,6.109218017560079e-05,72,-0.4346848643820142,0.6661343801701357,0,0,tested,-0.5912187694881826,-0.27815095927584577,-5.537056025335418,4.877777731825767e-07,9.120053448443163e-07,True,72.0,-0.1832178510281407,-0.4346848643820143
LIMD1,72,0.09858765968238643,0.2283634646496932,0,0,tested,0.044924876362208654,0.1522504430025642,3.6632130875925046,0.0004763342571023582,0.0006958447293983634,72,0.4055281962715458,0.29727628743103574,0,0,tested,0.3356716935113089,0.4753846990317827,11.575160872357783,5.219182379449267e-18,2.1003757237085252e-17,True,72.0,0.09858765968238643,0.4055281962715458
LIMD2,68,0.6123462073541012,0.5873629848597256,4,4,tested,0.4701740765528659,0.7545183381553364,8.59696016755397,2.0232979388586035e-12,5.4481342513602704e-12,72,1.1797892859034462,0.6645149237605669,0,0,tested,1.0236359343964994,1.335942637410393,15.064889734229308,8.309601746687964e-24,5.641095223608412e-23,True,68.0,0.6123462073541015,1.2004318333937578
LIME1,72,-0.9593721213369167,1.0959694598024576,0,0,tested,-1.2169123182205541,-0.7018319244532792,-7.427709156796368,1.9172424208820813e-10,4.488029213418088e-10,72,-0.837638380522097,1.300444048130139,0,0,tested,-1.1432277500032115,-0.5320490110409827,-5.465515689668667,6.481933445787671e-07,1.2011886216904061e-06,True,72.0,-0.959372121336917,-0.8376383805220967
