gene,protein_n,protein_mean_difference,protein_sd_difference,protein_tumor_nonfinite,protein_normal_nonfinite,protein_status,protein_ci95_low,protein_ci95_high,protein_t,protein_p,protein_q,rna_n,rna_mean_difference,rna_sd_difference,rna_tumor_nonfinite,rna_normal_nonfinite,rna_status,rna_ci95_low,rna_ci95_high,rna_t,rna_p,rna_q,same_direction,joint_pair_n,joint_protein_mean,joint_rna_mean
SNRPD2,72,0.0715918377357448,0.16886926663832513,0,0,tested,0.03190950554241099,0.11127416992907863,3.5973205745464965,0.0005906098064172281,0.0008555570585885143,72,0.5385851936609006,0.3392250036087842,0,0,tested,0.45887122587113593,0.6182991614506653,13.472022591477309,3.046852469440994e-21,1.606652792745993e-20,True,72.0,0.07159183773574479,0.5385851936609006
SNRPD3,72,0.08646360432157355,0.17183691651095045,0,0,tested,0.046083908597128756,0.12684330004601835,4.2695599187653475,5.9648109060857596e-05,9.353696127033203e-05,72,-0.034844606748123175,0.2782657887582182,0,0,tested,-0.10023386133163079,0.030544647835384436,-1.0625319553364787,0.2915949725946595,0.32644559339932,False,72.0,0.08646360432157359,-0.034844606748123175
SNRPE,72,0.154539851961419,0.1820727210102689,0,0,tested,0.11175486010172239,0.19732484382111562,7.202144945984832,4.99428596940064e-10,1.137259898570055e-09,72,0.4777790766575573,0.3598385943380828,0,0,tested,0.3932211525262909,0.5623370007888236,11.266412119079959,1.8253059626811376e-17,7.041629718073003e-17,True,72.0,0.154539851961419,0.4777790766575573
SNRPF,72,-0.04122701558475317,0.19081347420274983,0,0,tested,-0.08606598374640675,0.003611952576900411,-1.8333235056820112,0.07094630185988025,0.08445707719033918,72,0.2474593237012542,0.3106265308622229,0,0,tested,0.17446566753682283,0.32045297986568555,6.75976383747873,3.2282030200684685e-09,7.013743193167496e-09,False,72.0,-0.04122701558475318,0.24745932370125415
SNRPG,72,0.09950352691265124,0.1342872255561967,0,0,tested,0.06794757596951641,0.1310594778557861,6.28738452288327,2.31153064653937e-08,4.6937030918294876e-08,72,0.31244350008430755,0.35312799240193443,0,0,tested,0.22946249009821715,0.3954245100703979,7.507677297781841,1.3644711531069573e-10,3.2415565937442274e-10,True,72.0,0.09950352691265121,0.3124435000843076
SNTA1,72,-0.5619464764800488,0.40387751336296385,0,0,tested,-0.6568530392296347,-0.46703991373046294,-11.806237813269671,2.0591173714037563e-18,8.370796024025075e-18,72,-0.20433782004302023,0.7727567955489365,0,0,tested,-0.3859267644144386,-0.022748875671601887,-2.2437381443302384,0.027969390974102403,0.03580918188611346,True,72.0,-0.5619464764800486,-0.20433782004302026
SNTB1,72,0.19486779757240746,0.4081111036361534,0,0,tested,0.09896638988190656,0.2907692052629084,4.051612608546438,0.00012836029387471457,0.0001962869727854003,72,0.23321442293521816,0.5485179210933084,0,0,tested,0.104319030705916,0.36210981516452034,3.607703455142669,0.0005710181792029066,0.0008546844047184562,True,72.0,0.19486779757240744,0.2332144229352182
SNTB2,72,-0.3641716588549599,0.27756806530971656,0,0,tested,-0.42939695646622683,-0.29894636124369295,-11.132761221863015,3.148457450598009e-17,1.174292698953525e-16,72,-0.4174976303453584,0.27544725876679277,0,0,tested,-0.4822245628518941,-0.35277069783882276,-12.861209374232823,3.193766260053496e-20,1.5480363353279947e-19,True,72.0,-0.36417165885495995,-0.41749763034535864
SNU13,72,0.24112910623259204,0.2876944240276404,0,0,tested,0.17352423098382552,0.30873398148135855,7.111880325166231,7.318887157259978e-10,1.6456834345313618e-09,72,-0.11580381339564047,0.2686792188655528,0,0,tested,-0.17894033449692054,-0.0526672922943604,-3.6572532294115927,0.00048573417611667494,0.0007317568815448086,False,72.0,0.24112910623259204,-0.11580381339564047
SNUPN,72,0.0324265007016854,0.30982152812808217,0,0,tested,-0.04037798909429639,0.1052309904976672,0.8880854216237587,0.37749356671739276,0.41104763999084015,72,0.04946813651139583,0.2544888940033715,0,0,tested,-0.010333821727605524,0.10927009475039719,1.649388508690195,0.10348595231162765,0.12374452164542822,True,72.0,0.03242650070168537,0.049468136511395824
SNW1,72,0.09013882481394771,0.3058804982255309,0,0,tested,0.01826043164223709,0.16201721798565832,2.5004970755788576,0.014712352872618063,0.01885654526967003,72,0.34316701286586526,0.29503628736074033,0,0,tested,0.273836884316117,0.4124971414156135,9.869527198067937,5.932865875956935e-15,1.8976189172636018e-14,True,72.0,0.09013882481394771,0.3431670128658653
SNX1,72,-0.2558788129934891,0.17309869559052854,0,0,tested,-0.29655501226524694,-0.21520261372173125,-12.543154750813322,1.1057266242857277e-19,4.930557876203869e-19,72,-0.279317834075283,0.25214491308064035,0,0,tested,-0.3385689838013898,-0.2200666843491762,-9.399715370080306,4.304405241485572e-14,1.294248350203165e-13,True,72.0,-0.255878812993489,-0.27931783407528293
SNX10,61,0.756143207553578,0.44557945926258297,11,11,tested,0.6420250091755254,0.8702614059316306,13.25390369544414,1.7706373757431938e-19,7.744029987284858e-19,72,1.345596561223501,0.6824714697689006,0,0,tested,1.1852236282738653,1.5059694941731367,16.73002600688281,2.4451856236614246e-26,2.1849250297895673e-25,True,61.0,0.7561432075535778,1.362040273290371
SNX11,69,-0.0010757898307259858,0.28357857956801574,3,3,tested,-0.06919880280030484,0.06704722313885288,-0.031512187884592126,0.9749533829033951,0.9774864885250089,72,-0.08280522763759235,0.2303071927198122,0,0,tested,-0.1369247646614335,-0.02868569061375121,-3.0508194184697026,0.0032079363843197195,0.004509418965612439,True,69.0,-0.0010757898307259728,-0.07860563298975039
SNX12,72,-0.4676600764265737,0.21167669279289322,0,0,tested,-0.5174016606011774,-0.4179184922519699,-18.74664273907543,3.3012718767226453e-29,4.340977816403447e-28,72,-0.22307350672317178,0.2424521340373768,0,0,tested,-0.28004696504024823,-0.16610004840609535,-7.807072844293498,3.80987741755847e-11,9.409640095450617e-11,True,72.0,-0.4676600764265738,-0.22307350672317167
SNX13,65,0.06828766944496123,0.3147632880610809,7,7,tested,-0.009706854456593195,0.14628219334651565,1.749101032357535,0.08506777250813528,0.10023311351428318,72,0.23119482426206034,0.2557466069276729,0,0,tested,0.1710973179753916,0.29129233054872905,7.670690765746966,6.815037163152409e-11,1.6512223707612519e-10,True,65.0,0.06828766944496123,0.24067432029603106
SNX14,72,0.09990326681824818,0.31140217510881657,0,0,tested,0.02672734319171491,0.17307919044478146,2.7222267437992174,0.008152337539175101,0.010698810010535487,72,-0.3961458173380817,0.26172619243021544,0,0,tested,-0.4576484573297397,-0.3346431773464237,-12.843226327978611,3.424943917735538e-20,1.6562896387523208e-19,False,72.0,0.09990326681824821,-0.3961458173380816
SNX15,72,-0.20567811563637522,0.21076243860616392,0,0,tested,-0.25520486060980785,-0.15615137066294263,-8.280586878950547,5.045596709686563e-12,1.3193242582300049e-11,72,-0.6034376779960067,0.33912471073456885,0,0,tested,-0.6831280781157597,-0.5237472778762536,-15.09868885261195,7.356865003871251e-24,5.0194039486405394e-23,True,72.0,-0.2056781156363752,-0.6034376779960066
SNX16,66,0.39449794533841337,0.2687860973456125,6,6,tested,0.32842207549130126,0.4605738151855255,11.923669007174428,5.145776679771764e-18,2.0325817885098465e-17,72,-0.052990958233681246,0.3306741496038851,0,0,tested,-0.1306955738428278,0.024713657375465298,-1.3597772654498015,0.17820299704938444,0.20631575675195113,False,66.0,0.39449794533841337,-0.04306717356018561
SNX17,72,-0.4849652568500318,0.34256747180120867,0,0,tested,-0.5654646661579474,-0.4044658475421162,-12.012426747541182,9.026379872305797e-19,3.7437647481952896e-18,72,0.21183781448039468,0.2528710273611949,0,0,tested,0.1524160362635928,0.27125959269719657,7.108380427475339,7.428052168991157e-10,1.686500441711843e-09,False,72.0,-0.4849652568500318,0.21183781448039474
SNX18,72,-0.20236737703153185,0.34609624323011123,0,0,tested,-0.28369600697185515,-0.12103874709120852,-4.961464242007049,4.618411040170936e-06,7.880360198305272e-06,72,-0.18473844666690112,0.4084111422504207,0,0,tested,-0.28071035997514526,-0.08876653335865697,-3.8381854421769432,0.0002662492156671422,0.0004087790743569406,True,72.0,-0.20236737703153188,-0.1847384466669012
SNX19,50,-0.19227435692850428,0.35669789737332236,22,22,tested,-0.29364677772394104,-0.09090193613306752,-3.8115868535701787,0.0003863341651689304,0.0005685918555288072,72,-0.5461482645727702,0.24485807570758145,0,0,tested,-0.6036870914645757,-0.48860943768096476,-18.92615419589593,1.8756575376929522e-29,2.35106315617874e-28,True,50.0,-0.19227435692850428,-0.5426921939652742
SNX2,72,-0.3581766935426277,0.24953954799222297,0,0,tested,-0.41681561248819277,-0.29953777459706266,-12.179352134188903,4.646599189126003e-19,1.9687216919130573e-18,72,0.02788641319755267,0.30986686285626336,0,0,tested,-0.044928729737270745,0.10070155613237608,0.763631387746279,0.4476171000937893,0.4823985013762981,False,72.0,-0.35817669354262766,0.02788641319755267
SNX21,72,-0.1505382226834237,0.2746552116685962,0,0,tested,-0.21507903324670063,-0.08599741212014676,-4.650773489009622,1.489083584673534e-05,2.4487748901867835e-05,72,-0.46219426042309597,0.40563713831769593,0,0,tested,-0.5575143147651982,-0.36687420608099375,-9.668366080860345,1.383505249632106e-14,4.3105607605693096e-14,True,72.0,-0.1505382226834237,-0.46219426042309586
SNX24,72,-0.031526862158311124,0.3010237637417103,0,0,tested,-0.10226397867857184,0.0392102543619496,-0.8886816540159982,0.377175151789336,0.410745500694932,72,-0.057704719351117234,0.35901592693455425,0,0,tested,-0.1420693261201346,0.026659887417900124,-1.363841388588191,0.17692584225077698,0.20496191607155625,True,72.0,-0.031526862158311124,-0.057704719351117234
SNX25,4,-0.41312712030197307,0.1347836744860191,68,68,insufficient_pairs,,,,,,72,0.022995694968081102,0.48142696615330616,0,0,tested,-0.09013409577495901,0.1361254857111212,0.40530538569414987,0.6864717566093448,0.7136438932768406,False,4.0,-0.41312712030197307,-0.10273446485530735
SNX27,72,-0.37173004425363404,0.22299423055711992,0,0,tested,-0.42413111941858195,-0.31932896908868613,-14.144913134612619,2.4178791667926033e-22,1.351453018408367e-21,72,-0.4886756397596679,0.43232396940330214,0,0,tested,-0.5902667919599406,-0.3870844875593952,-9.591303276151763,1.915020377215494e-14,5.910422410769781e-14,True,72.0,-0.371730044253634,-0.488675639759668
SNX29,72,-0.45175968241834297,0.34278184370277676,0,0,tested,-0.532309466653445,-0.37120989818324085,-11.18293774678488,2.5651549918976466e-17,9.62820801859674e-17,72,-0.5607317085866659,0.650708077166066,0,0,tested,-0.7136406102063586,-0.4078228069669731,-7.311982884148422,3.134541474240211e-10,7.318677079159825e-10,True,72.0,-0.45175968241834297,-0.560731708586666
SNX3,72,-0.30310870934416123,0.269230198478703,0,0,tested,-0.36637470430694397,-0.23984271438137852,-9.55302451322508,2.2509719967017445e-14,6.874886466638843e-14,72,0.4350086924025031,0.33300711396839766,0,0,tested,0.35675585704472657,0.5132615277602797,11.08436126570295,3.8374299788111003e-17,1.4463574043031334e-16,False,72.0,-0.30310870934416123,0.43500869240250306
SNX30,72,-0.7559163402067886,0.42139022147887845,0,0,tested,-0.8549381876076011,-0.656894492805976,-15.221432570334926,4.7332471271770895e-24,3.2261323659624825e-23,72,-0.8354495532592748,0.7665597897834288,0,0,tested,-1.0155822726687078,-0.6553168338498419,-9.247842931325259,8.192305506862402e-14,2.4219012626397476e-13,True,72.0,-0.7559163402067891,-0.835449553259275
SNX33,72,0.6182282655231182,0.31011497085462686,0,0,tested,0.5453548200670197,0.6911017109792166,16.915793429818752,1.3036953498153802e-26,1.1741450129890223e-25,72,0.8738670562263035,0.469211551997782,0,0,tested,0.7636077470815333,0.9841263653710736,15.803122971262212,6.008097110220504e-25,4.5752489607866596e-24,True,72.0,0.6182282655231184,0.8738670562263032
SNX4,72,-0.27548956345102377,0.368832731934237,0,0,tested,-0.3621610062999829,-0.18881812060206465,-6.337849814166934,1.875911317257071e-08,3.825410212609795e-08,72,-0.4898632582629418,0.49301668914753316,0,0,tested,-0.6057165003896529,-0.3740100161362308,-8.431007859895194,2.6543654773242413e-12,7.055180255985526e-12,True,72.0,-0.2754895634510238,-0.48986325826294164
SNX5,72,-0.4835087469460626,0.301229205170191,0,0,tested,-0.5542941398352182,-0.41272335405690697,-13.619887097019273,1.7373780899665793e-21,8.848281409459234e-21,72,-0.200363159130156,0.4387131303661463,0,0,tested,-0.30345569055005467,-0.09727062771025734,-3.8752835613372016,0.00023490076193682696,0.000362257744381895,True,72.0,-0.4835087469460626,-0.20036315913015612
SNX6,72,0.020058565216197012,0.18973424439136627,0,0,tested,-0.024526796373101435,0.06464392680549547,0.8970577260258197,0.37271984294937505,0.40629054588342894,72,0.38950521569748486,0.30160982656662577,0,0,tested,0.31863038116513454,0.4603800502298352,10.958069203347243,6.438608131537289e-17,2.377284147984108e-16,True,72.0,0.020058565216197005,0.38950521569748503
SNX7,72,0.31024486621748765,0.32366935380285594,0,0,tested,0.2341862969224892,0.3863034355124861,8.133346434682307,9.462619124829069e-12,2.424992533318264e-11,72,0.7088021889247009,0.411373292602157,0,0,tested,0.6121342044093973,0.8054701734400046,14.620263687168585,4.180226563175365e-23,2.6250663176611483e-22,True,72.0,0.31024486621748754,0.7088021889247006
SNX8,72,-0.10869156912923311,0.3415150089288381,0,0,tested,-0.18894366178709182,-0.028439476471374403,-2.700550555484435,0.008648943396245867,0.011320919647036501,72,-0.020245419025301692,0.4109729009820564,0,0,tested,-0.11681931612261306,0.07632847807200968,-0.41800341715608175,0.6772061591515491,0.705065405521272,True,72.0,-0.10869156912923311,-0.020245419025301692
SNX9,72,-0.44830539297708977,0.25823384984849784,0,0,tested,-0.5089873726957482,-0.3876234132584313,-14.73082403112897,2.790693546160274e-23,1.7434015161037377e-22,72,-0.14942684137657258,0.3496698480940672,0,0,tested,-0.23159522729003537,-0.0672584554631098,-3.626074140664361,0.0005378589780640625,0.0008069779907861001,True,72.0,-0.44830539297708977,-0.14942684137657258
SOAT1,72,0.7870232170981017,0.5080737884860713,0,0,tested,0.667631730092886,0.9064147041033175,13.143983406494742,1.0699416295541758e-20,5.136231755654089e-20,72,0.7419131860052477,0.49386669563435115,0,0,tested,0.6258602021466759,0.8579661698638195,12.747047318965738,4.980487996596516e-20,2.371156215705627e-19,True,72.0,0.7870232170981014,0.7419131860052478
SOCS2,3,-0.402513170093465,0.5496634522100088,69,69,insufficient_pairs,,,,,,72,-0.8006069711763296,0.7039765198559431,0,0,tested,-0.9660333431464356,-0.6351805992062236,-9.650002846683316,1.49489182051004e-14,4.6484657345868215e-14,True,3.0,-0.402513170093465,-0.9115688468513566
SOCS6,16,-0.08537595026108888,0.4168325613122677,56,56,insufficient_pairs,,,,,,72,0.12097128926324012,0.3512374067302994,0,0,tested,0.03843454512939895,0.2035080333970813,2.922454749790319,0.0046550632286796985,0.006447845810995372,False,16.0,-0.08537595026108886,0.06463286206111565
SOD1,72,-0.39446257173162086,0.3191087349704616,0,0,tested,-0.4694494481418397,-0.319475695321402,-10.488982424935488,4.463078617347994e-16,1.5256581862982086e-15,72,-0.5387052878355724,0.5186942693201382,0,0,tested,-0.6605924654830232,-0.41681811018812154,-8.812640153257115,5.21196055541871e-13,1.4572184967105833e-12,True,72.0,-0.3944625717316208,-0.5387052878355725
SOD2,72,0.9314042520215801,0.6888106387214334,0,0,tested,0.769541687398806,1.0932668166443542,11.473729799288883,7.86553917968808e-18,3.063468734076495e-17,72,1.5675361437615025,1.0242139468610587,0,0,tested,1.326857665756186,1.8082146217668191,12.986530094487764,1.9646336892299114e-20,9.715867256360667e-20,True,72.0,0.9314042520215801,1.567536143761503
SOD3,72,-1.0219305071249143,0.7022259291727762,0,0,tested,-1.186945510452242,-0.8569155037975866,-12.348401757377578,2.379878445682559e-19,1.0309723853857131e-18,72,-1.8057084863479709,0.7637739832517806,0,0,tested,-1.9851865733164875,-1.6262303993794542,-20.060835957359426,5.713197438096987e-31,8.948636679193922e-30,True,72.0,-1.021930507124914,-1.8057084863479713
SOGA1,60,0.36216850937831163,0.4279199812373984,12,12,tested,0.25162505642412547,0.4727119623324978,6.555770549843995,1.5212052684084628e-08,3.122392074047076e-08,72,-0.13101811742771155,0.495885975454823,0,0,tested,-0.24754560878088197,-0.01449062607454113,-2.2418976267225466,0.02809388378804471,0.03596130597305083,False,60.0,0.3621685093783117,-0.16155316597762617
SOGA3,19,0.5714279123623273,0.5499749799368387,53,53,insufficient_pairs,,,,,,72,1.034669752859437,0.7649518122497784,0,0,tested,0.8549148896456278,1.2144246160732464,11.477146457899314,7.75747390220112e-18,3.0743719518623237e-17,True,19.0,0.5714279123623272,0.9609009840275126
SON,7,0.21308168517247236,0.428754970862697,65,65,insufficient_pairs,,,,,,72,-0.01347545446643534,0.28616207877743455,0,0,tested,-0.08072024623486215,0.05376933730199147,-0.39957433662052466,0.6906695505447221,0.7175370979406596,False,7.0,0.21308168517247236,-0.09502227020100992
SORBS1,66,0.060286206645974144,0.6995444541634108,6,6,tested,-0.1116832841946768,0.23225569748662508,0.700123423389053,0.48634861685777375,0.5199846198778819,72,0.6717332778016748,0.7760588272022553,0,0,tested,0.4893683940329442,0.8540981615704054,7.344605422677949,2.72913405933716e-10,6.39173348174604e-10,True,66.0,0.060286206645974144,0.6724480648851605
SORBS2,71,-0.6488514376304985,0.9931210059734411,0,1,tested,-0.8839193445763662,-0.41378353068463075,-5.505189560114481,5.709128411345373e-07,1.043155806793446e-06,72,-0.04016633414675769,0.8412076496538705,0,0,tested,-0.237840440641412,0.15750777234789662,-0.405158758538588,0.6865790335625196,0.7137163964132577,True,71.0,-0.6488514376304982,-0.039915455133106105
SORBS3,72,-0.3226618036597871,0.42440258387755353,0,0,tested,-0.42239152152021947,-0.2229320857993547,-6.451129886528994,1.1722998008871225e-08,2.4245895490209238e-08,72,-0.004276809423465835,0.3911036064587125,0,0,tested,-0.09618165121297391,0.08762803236604223,-0.09278853670180524,0.9263328864476504,0.9347885069151447,True,72.0,-0.3226618036597871,-0.004276809423465835
SORCS2,72,-0.2002645015111279,0.8085888879444372,0,0,tested,-0.3902735747901102,-0.010255428232145591,-2.101563192283585,0.039141176166167954,0.047949135589153,72,-0.6726032761765781,0.9750363294517316,0,0,tested,-0.9017255806438573,-0.44348097170929895,-5.853349130900758,1.3677590256765959e-07,2.6479268858929415e-07,True,72.0,-0.20026450151112787,-0.672603276176578
SORCS3,18,1.1825699714643825,0.5602071740687662,54,54,insufficient_pairs,,,,,,72,1.2665524887438506,1.714629107508326,0,0,tested,0.8636344019481627,1.6694705755395387,6.267859442705463,2.505763599117279e-08,5.1227926929593656e-08,True,18.0,1.1825699714643825,2.345465262318226
SORD,72,-1.3029324293705653,0.5685650825097754,0,0,tested,-1.4365386735784305,-1.1693261851627001,-19.445000431660144,3.7347005675194984e-30,5.791383430281782e-29,72,-2.3489381386285886,1.0711739293538325,0,0,tested,-2.6006516715149246,-2.0972246057422526,-18.607063232921526,5.136676418704772e-29,6.150749502624134e-28,True,72.0,-1.3029324293705657,-2.3489381386285886
SORL1,72,0.2136611871835151,0.4273785051676853,0,0,tested,0.11323216210414898,0.3140902122628812,4.2420834695339815,6.577331859797593e-05,0.00010280475237474568,72,0.059535463997148104,0.7385098756012294,0,0,tested,-0.11400584872988084,0.23307677672417704,0.6840465922684958,0.49617239668860796,0.5311145081644832,True,72.0,0.21366118718351512,0.05953546399714809
SORT1,72,-1.1961759947776585,0.5362328138380148,0,0,tested,-1.3221845283331475,-1.0701674612221694,-18.92814021609695,1.8640001293062415e-29,2.5618511366204823e-28,72,-1.2173799709574342,0.6213015228386368,0,0,tested,-1.3633786710898332,-1.0713812708250352,-16.626084458542433,3.4828667699629874e-26,3.0449062818779865e-25,True,72.0,-1.1961759947776585,-1.2173799709574347
SOS1,72,0.36458080916745267,0.16213214224353353,0,0,tested,0.3264816235915227,0.4026799947433826,19.080551867295124,1.1567201722442383e-29,1.6461522678193535e-28,72,0.08343358276639223,0.21370743605512682,0,0,tested,0.03321479732044096,0.1336523682123435,3.3127411890854335,0.0014557875994679224,0.0021078048582869524,True,72.0,0.36458080916745256,0.08343358276639223
SOS2,65,-0.09652394034564458,0.267389635270883,7,7,tested,-0.16277984784879607,-0.030268032842493103,-2.9103629434237877,0.004961375692145984,0.006647633856744212,72,-0.2708711585662945,0.32486675374118756,0,0,tested,-0.3472111030520961,-0.1945312140804929,-7.074956024684778,8.555781226955438e-10,1.9363030234534355e-09,True,65.0,-0.09652394034564456,-0.26109043015354655
SOSTDC1,5,-0.7861387124189608,0.564227328475746,67,67,insufficient_pairs,,,,,,72,-2.6090937069818816,0.7179119717669145,0,0,tested,-2.7777947496070086,-2.4403926643567546,-30.83789532163463,7.49038369679118e-43,7.304084409973553e-41,True,5.0,-0.7861387124189608,-3.063310424257378
SOWAHA,22,-0.39113237052356864,0.5724438589621407,50,50,tested,-0.6449397589056642,-0.1373249821414731,-3.2048093558152315,0.00425575320947392,0.005725123619020092,72,-1.499179309540561,0.6089804380564187,0,0,tested,-1.6422826966948005,-1.3560759223863215,-20.888944006949917,4.8737805600897076e-32,8.885420647181763e-31,True,22.0,-0.39113237052356864,-1.3488439291420162
SOWAHB,55,-0.17669333643201984,0.28007993665606157,17,17,tested,-0.25240954939690047,-0.10097712346713923,-4.678638784241779,1.976846534468476e-05,3.223943641144704e-05,72,-0.7864460688608763,0.7398792238482795,0,0,tested,-0.9603091626503184,-0.6125829750714342,-9.019331756931122,2.1622596084840867e-13,6.209842388661065e-13,True,55.0,-0.17669333643201987,-0.8090946172696495
SOWAHC,72,-0.010944329672138863,0.29218681641764743,0,0,tested,-0.07960486537773008,0.05771620603345236,-0.31782993448884955,0.751546841267186,0.7728853483429353,72,-0.5964091375099254,0.7194354959073243,0,0,tested,-0.7654681907562139,-0.42735008426363696,-7.034264190087399,1.0161020097896845e-09,2.2868007712333825e-09,True,72.0,-0.010944329672138847,-0.5964091375099257
SOX1,10,0.8573736830616994,1.0726611573825144,61,62,insufficient_pairs,,,,,,72,0.009370873186764772,0.03410253213871022,0,0,tested,0.0013571710140627587,0.017384575359466786,2.331630255154831,0.022562483065311716,0.029167558330743238,True,10.0,0.8573736830616994,0.00473136320192759
SOX12,5,0.5600961864149602,0.22427675012915138,67,67,insufficient_pairs,,,,,,72,-0.18728965029066513,0.3950073226035011,0,0,tested,-0.2801118204012451,-0.09446748018008515,-4.023230178935803,0.00014161176713156466,0.0002221189269988206,False,5.0,0.5600961864149602,-0.0816796825561
SOX13,52,-0.17678907590127896,0.4521852894980693,20,20,tested,-0.3026782644075594,-0.05089988739499854,-2.819295951938206,0.00683616721290547,0.009034149848140225,72,-0.5024120353962576,0.5279907897592969,0,0,tested,-0.6264837882458908,-0.37834028254662433,-8.074208052160607,1.2181308032525142e-11,3.106592975301308e-11,True,52.0,-0.17678907590127893,-0.5048672205919655
SOX17,4,0.523946363792925,0.22455915237825547,68,68,insufficient_pairs,,,,,,72,0.5391020811219954,0.769224645647501,0,0,tested,0.35834315128510813,0.7198610109588828,5.946810042607452,9.354953523449387e-08,1.8317829394335299e-07,True,4.0,0.523946363792925,1.1667065228102742
SOX4,6,0.40048089255080005,0.5684537222593712,66,66,insufficient_pairs,,,,,,72,-0.09792706846832656,0.8818777971526076,0,0,tested,-0.30515819108275416,0.10930405414610105,-0.9422379526857323,0.34926591179027855,0.3837122320714205,False,6.0,0.40048089255080005,0.48093447103002834
SOX5,8,-0.016593339507699825,0.3087943529986657,64,64,insufficient_pairs,,,,,,72,-0.41604128183927225,0.4481912922725196,0,0,tested,-0.5213610721135393,-0.31072149156500517,-7.876608494121715,2.8317739970483333e-11,7.049775144523967e-11,True,8.0,-0.016593339507699825,-0.2462630950827625
SOX6,38,-0.07328652529019186,0.3644474078522778,34,34,tested,-0.1930774073764899,0.04650435679610618,-1.2395985620809105,0.2229289299476643,0.25097014746015667,72,-1.291934455197283,0.8282278759325826,0,0,tested,-1.4865584644015546,-1.0973104459930112,-13.236003867992117,7.51175533789659e-21,3.8314385126100766e-20,True,38.0,-0.07328652529019186,-1.1739479334317104
SOX9,27,0.20513292202888897,0.412686400717829,45,45,tested,0.041879619085708475,0.36838622497206946,2.5828375442545872,0.015779274498392823,0.020151917138795213,72,-0.33796453604115134,1.1972064941659617,0,0,tested,-0.6192942696939903,-0.056634802388312366,-2.3953463306436302,0.019244528491203894,0.02506573801357915,False,27.0,0.20513292202888897,-0.6515247076202029
SP1,72,0.19233444319529486,0.29759747050930013,0,0,tested,0.12240246611187121,0.2622664202787185,5.483957459976395,6.024574800703977e-07,1.099591758694979e-06,72,0.29119030418348496,0.3515287747133923,0,0,tested,0.20858509193033611,0.3737955164366338,7.028817673493448,1.0397481082440334e-09,2.33863381573933e-09,True,72.0,0.1923344431952949,0.2911903041834851
SP100,26,0.6359828400447961,0.3743558057611936,46,46,tested,0.48477725780356357,0.7871884222860286,8.662584797114793,5.344567656387744e-09,1.1329399386549385e-08,72,0.7469591494556378,0.2844649111169981,0,0,tested,0.6801131725351103,0.8138051263761653,22.280985494151768,9.086815822133964e-34,2.127903976082233e-32,True,26.0,0.6359828400447961,0.7487980090165753
SP110,4,1.1697090473631995,0.6906465555515057,68,68,insufficient_pairs,,,,,,72,0.831735425779893,0.3288073661652465,0,0,tested,0.7544694827724563,0.9090013687873297,21.463962924473133,9.192828325598311e-33,1.843899057080716e-31,True,4.0,1.1697090473631995,0.8729519790967051
SP140,1,0.790450717494,,71,71,insufficient_pairs,,,,,,72,1.1465560373341654,0.6802987338703582,0,0,tested,0.9866936722895766,1.3064184023787544,14.300850646543116,1.3551970707808893e-22,8.095844266697647e-22,True,1.0,0.790450717494,1.8695206592857938
SP140L,49,0.4252391936357701,0.3958422557488337,23,23,tested,0.3115400225007722,0.5389383647707681,7.519849920568166,1.179259612617106e-09,2.612966363380615e-09,72,0.9958304057039099,0.4622249251642537,0,0,tested,0.8872128733752417,1.1044479380325782,18.280929334170185,1.4556446320435326e-28,1.6495281691482584e-27,True,49.0,0.42523919363577006,1.0060172741059203
SP2,68,-0.1328468344347819,0.4723300082232787,4,4,tested,-0.2471750530005225,-0.018518615869041286,-2.3193170913020635,0.023434923617471327,0.029397673000011233,72,-0.4489417383611174,0.2696024904336342,0,0,tested,-0.5122952176443012,-0.3855882590779336,-14.12968019882443,2.5589889744649475e-22,1.4812716975416148e-21,True,68.0,-0.13284683443478193,-0.43661426772545847
SP3,72,0.1169125667087079,0.34391209283657315,0,0,tested,0.03609718694825424,0.19772794646916153,2.8845627861630283,0.005185830622149408,0.00693078974717264,72,0.6176667659094114,0.2545668462894219,0,0,tested,0.5578464897812413,0.6774870420375815,20.58821241120544,1.181724048638472e-31,2.0427711622600498e-30,True,72.0,0.1169125667087079,0.6176667659094116
SP4,72,-0.09045832074807056,0.4175567402193361,0,0,tested,-0.18857934421669964,0.007662702720558537,-1.838227551506681,0.07021190342078171,0.08364236844225871,72,0.10539490283820374,0.3845877538365328,0,0,tested,0.015021211348708027,0.19576859432769944,2.3253611095812845,0.02291492076419421,0.029592992280029404,False,72.0,-0.0904583207480706,0.10539490283820374
SPA17,28,-0.4989603441840788,0.8453509721890685,41,42,tested,-0.8267532313348891,-0.17116745703326858,-3.123258926113853,0.0042382379857356985,0.0057038553602798475,72,-0.32407171621314856,0.2998108655235515,0,0,tested,-0.3945238156253954,-0.2536196168009017,-9.171914742646123,1.1306772761767794e-13,3.310721959732285e-13,True,28.0,-0.4989603441840788,-0.40048117833856683
SPAG1,72,0.42857041041003846,0.43107689567678154,0,0,tested,0.3272723061685241,0.5298685146515528,8.435943928966056,2.599014304674222e-12,6.946166893659156e-12,72,0.26503898656595043,0.49477028217132574,0,0,tested,0.14877367028100263,0.3813043028508982,4.545403103609163,2.1976649728039678e-05,3.673077213489272e-05,True,72.0,0.4285704104100385,0.26503898656595043
