gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q
A1BG,72,0.31501354301808304,0.6460880412493156,0,0,tested,0.16319029661347614,0.4668367894226899,4.137173850231935,9.524610585529435e-05,0.00014719719347599633
A1CF,72,-0.45314450749943297,0.7295996211057765,0,0,tested,-0.6245920130710546,-0.28169700192781133,-5.270094087351501,1.399804339666472e-06,2.481752419133012e-06
A2M,72,0.6110817861752885,0.7240914413194546,0,0,tested,0.44092863939619703,0.78123493295438,7.1609752615236415,5.945740705818848e-10,1.3465827652704402e-09
A4GALT,4,0.544466361837924,0.41785870307261447,68,68,insufficient_pairs,,,,,
AAAS,72,0.17711877448499447,0.1579357399463184,0,0,tested,0.14000569510405148,0.21423185386593746,9.515912222757905,2.6330958825470745e-14,8.002984244045682e-14
AACS,72,-0.25171712288289877,0.45283127533588297,0,0,tested,-0.3581272557219037,-0.14530699004389386,-4.716747121300107,1.1646005481268446e-05,1.928761521848239e-05
AADAC,4,0.14742342531605007,0.7351416074690209,68,68,insufficient_pairs,,,,,
AADAT,29,-1.7628066744616095,0.757589922666525,43,43,tested,-2.0509784693315183,-1.4746348795917006,-12.530531599047007,5.33225847319848e-13,1.4835981492401651e-12
AAED1,33,0.4486386911735025,0.40615109126968196,39,39,tested,0.3046237763412136,0.5926536060057914,6.34550324375651,4.0071585453488315e-07,7.428644066054107e-07
AAGAB,72,-0.08583477700131653,0.20399522990200258,0,0,tested,-0.13377130589123115,-0.037898248111401904,-3.570339536375808,0.0006445516330173174,0.0009304728825989563
AAK1,72,-0.3202745753539141,0.2124772345409937,0,0,tested,-0.370204277616641,-0.27034487309118727,-12.79016970812663,4.2101694181049715e-20,1.933209600542205e-19
AAMP,72,0.3355689535795656,0.3390536197980263,0,0,tested,0.25589525901089344,0.4152426481482378,8.398072827765724,3.0551292861557363e-12,8.12191630312679e-12
AAR2,72,0.26928595320972115,0.15131390708721018,0,0,tested,0.2337289282635182,0.3048429781559241,15.10083988378926,7.300104570627907e-24,4.8795435814197067e-23
AARS,72,0.1730509951794657,0.2753433574421036,0,0,tested,0.10834847828723167,0.23775351207169976,5.33292831114884,1.0940708199400075e-06,1.9580471880945587e-06
AARS2,72,-0.0705864687636013,0.2921338306777989,0,0,tested,-0.13923455343075294,-0.001938384096449669,-2.0502454210229764,0.04403400759607652,0.05358316533795461
AARSD1,72,0.24080452873272343,0.22153154965953498,0,0,tested,0.18874716672782094,0.2928618907376259,9.223490674932535,9.083901448079714e-14,2.6617635288721894e-13
AASDH,22,0.1093146175466234,0.9664012126030266,50,50,tested,-0.31916367610607577,0.5377929111993226,0.530557079433602,0.6012919536213841,0.631768998919609
AASDHPPT,72,0.023378184182463797,0.2411837598463875,0,0,tested,-0.03329722081209725,0.08005358917702485,0.8224868495844124,0.4135536460316118,0.44788252705474546
AASS,72,-1.583641449286786,0.6008712017174856,0,0,tested,-1.7248392593242314,-1.4424436392493407,-22.36360014375157,7.2165633552839715e-34,2.4296570517974528e-32
AATF,72,0.4096891365641014,0.19924205450431237,0,0,tested,0.36286954913345354,0.45650872399474923,17.447760255052028,2.203188471401713e-27,2.171374256736089e-26
ABAT,72,-2.137005413365489,0.7858127069286281,0,0,tested,-2.3216623464998674,-1.952348480231111,-23.07559049477693,1.0168038738240865e-34,4.2684490653042086e-33
ABCA1,64,0.6243689230738003,0.7136616987832537,8,8,tested,0.4461015347834502,0.8026363113641504,6.999046457315092,2.0061557389823256e-09,4.376551539293253e-09
ABCA12,23,0.2309010684955693,0.5840450513809624,49,49,tested,-0.02165895089079567,0.48346108788193426,1.8960226106518745,0.07116805212992232,0.08468086658201028
ABCA2,68,-0.09035196433839177,0.4351545660192366,4,4,tested,-0.19568180886990705,0.01497788019312353,-1.7121764151855923,0.09148938287304313,0.10749654272927062
ABCA3,7,-0.093232431673086,0.692690413909894,65,65,insufficient_pairs,,,,,
ABCA5,11,-0.04179159799232816,0.5106038394839065,61,61,insufficient_pairs,,,,,
ABCA6,16,-0.12940888857183724,0.8459435161811286,56,56,insufficient_pairs,,,,,
ABCA8,49,-0.8013334113519938,0.647464171497587,23,23,tested,-0.9873068352847687,-0.6153599874192188,-8.663543291499122,2.2297709211149282e-11,5.5942214682535825e-11
ABCB1,72,-1.2831020739612844,0.6335836950785875,0,0,tested,-1.431986943072704,-1.1342172048498649,-17.18396829653282,5.297664381616497e-27,4.976729095576622e-26
