gene,n,mean_difference,sd_difference,tumor_nonfinite,normal_nonfinite,status,ci95_low,ci95_high,t,p,q
A1BG,72,0.4976946603373784,0.5926589180371878,0,0,tested,0.35842664235478583,0.636962678319971,7.12564867057946,6.904722867589754e-10,1.5712458751462324e-09
A1CF,72,-0.6839952362924806,1.4685745990357435,0,0,tested,-1.0290933482801503,-0.3388971243048109,-3.9520580312306177,0.00018087865996938433,0.0002814572601733096
A2M,72,0.549141031765368,0.7490874442745544,0,0,tested,0.37311411225950664,0.7251679512712293,6.220390161767272,3.048027636932846e-08,6.18683235656256e-08
A2ML1,72,-0.0350507387688014,0.08439072574469243,0,0,tested,-0.054881587091307193,-0.015219890446295615,-3.5242661821393044,0.0007476337888630066,0.0011081344216408195
A3GALT2,72,0.013108847637495216,0.20358771507340784,0,0,tested,-0.03473191996249422,0.060949615237484656,0.5463603766860997,0.5865311155011642,0.6181968383822758
A4GALT,72,0.07783149450954584,0.6458529160266032,0,0,tested,-0.07393650017649532,0.22959948919558698,1.0225580999990367,0.3099883812604083,0.34559269873749204
A4GNT,72,-0.1928015911559301,0.5217657710861895,0,0,tested,-0.3154105363330162,-0.07019264597884402,-3.1354600876812397,0.0024960125265337026,0.0035458855578661456
AAAS,72,0.048717588979272176,0.2488531314983642,0,0,tested,-0.009760029998130942,0.1071952079566753,1.6611502852088713,0.10109322334476306,0.12110424254398472
AACS,72,-0.5710970580525676,0.4413149710831625,0,0,tested,-0.6748009920663314,-0.4673931240388038,-10.98063638693716,5.86919723917633e-17,2.1767658572837514e-16
AADAC,72,0.11479421282481482,0.7406420802385624,0,0,tested,-0.059248143427819214,0.28883656907744887,1.3151577826080747,0.19268860907549,0.22193759622131495
AADACL2,72,0.05820802757221663,0.17687923648446444,0,0,tested,0.01664344474429074,0.09977261040014251,2.792365582339428,0.006718741651772654,0.009172664597103463
AADACL3,72,-0.0002717590244274611,0.003549963859273621,0,0,tested,-0.0011059596338239273,0.000562441584969005,-0.649570496959204,0.5180657231111558,0.5525278885500381
AADACL4,72,-0.20407866537529828,0.1196394272836565,0,0,tested,-0.23219255247506493,-0.17596477827553164,-14.474031993506882,7.15071010839775e-23,4.394659105080259e-22
AADAT,72,-0.6278130534269448,0.46983924107712954,0,0,tested,-0.7382198622740388,-0.5174062445798508,-11.338283274369973,1.3625729423087698e-17,5.3049394959052534e-17
AAED1,72,0.9251398967761058,0.34005616858050863,0,0,tested,0.8452306147934626,1.0050491787587488,23.08463442215362,9.921016916356837e-35,2.6796610321665516e-33
AAGAB,72,-0.6057276875565213,0.3024199206172173,0,0,tested,-0.6767928848580324,-0.5346624902550102,-16.995473891382716,9.96735251610008e-27,9.254355863947413e-26
AAK1,72,-0.6643477878169312,0.28941731214568556,0,0,tested,-0.7323575219248212,-0.5963380537090411,-19.477680406146494,3.377067873966622e-30,4.7251615616979637e-29
AAMDC,72,0.06892161620408835,0.3549668528774427,0,0,tested,-0.014491504809064137,0.15233473721724083,1.6475321611533322,0.10386776113534879,0.12416984018538019
AAMP,72,0.012663425815026478,0.3401559998958676,0,0,tested,-0.06726931537661439,0.09259616700666735,0.31589250589491497,0.7530108487347066,0.7766177408846584
AANAT,72,0.17134550699794845,0.1860571435451935,0,0,tested,0.12762422174527988,0.21506679225061703,7.8143456971648,3.693485788359485e-11,9.130477413631774e-11
AAR2,72,0.1140692028260465,0.18782192579505438,0,0,tested,0.06993321407592112,0.15820519157617188,5.153334883650631,2.2062272888406968e-06,3.943913875839602e-06
AARD,72,-0.46308739858107084,0.3796114347133339,0,0,tested,-0.5522917124065434,-0.3738830847555982,-10.351181546446002,7.913336266222446e-16,2.692290017932006e-15
AARS,72,-0.3367011147561349,0.5493421054888297,0,0,tested,-0.4657901808233278,-0.207612048688942,-5.200773196118478,1.8347623687824935e-06,3.2947404327508847e-06
AARS2,72,0.15845307883668255,0.3146809806265636,0,0,tested,0.08450667368711859,0.23239948398624652,4.272641313963675,5.899661033603476e-05,9.531995458745017e-05
AARSD1,72,0.043667640345595275,0.2624581767624502,0,0,tested,-0.0180070075312765,0.10534228822246705,1.4117762298440237,0.16238354817543454,0.18922191252334156
AASDH,72,-0.16722771584658716,0.20728179679196118,0,0,tested,-0.21593655009258694,-0.11851888160058739,-6.845628726161915,2.2504822160450855e-09,4.945443122396545e-09
AASDHPPT,72,0.08703084425818781,0.33309979123892214,0,0,tested,0.008756230809531043,0.16530545770684457,2.2169968915968767,0.029826723476372725,0.03805899522904491
AASS,72,-1.4629240861840296,0.7085370291440629,0,0,tested,-1.6294221252972727,-1.2964260470707865,-17.519652452629114,1.7371339842148647e-27,1.7385054057813502e-26
AATF,72,0.5054553984565165,0.2598208867053429,0,0,tested,0.44440048336003546,0.5665103135529976,16.507261338444263,5.227114210372559e-26,4.475172296723737e-25
