gene,n,finite_fraction,mean_difference,sd_difference,ci_low,ci_high,p_value,q_value,status,absolute_effect_rank
ABCB10,37,1.0,0.06966570371925114,0.4519994609558977,-0.08103841971890492,0.22036982715740722,0.35473704687476004,0.39051980643563633,tested,6943.0
ABCB5,4,0.10810810810810811,-0.27250934959744905,0.5724405580742395,,,,,insufficient_pairs,
ABCB6,37,1.0,0.7840666155925515,0.5872623797105831,0.588263589687783,0.97986964149732,1.1788476286468544e-09,3.4243321741620373e-09,tested,1622.0
ABCB7,19,0.5135135135135135,0.06664058886663743,0.44417552491630996,,,,,insufficient_pairs,
ABCB8,37,1.0,-1.0028672113654609,0.504906328579745,-1.1712113627192442,-0.8345230600116776,3.1569267991716996e-14,1.874454260271772e-13,tested,1067.0
ABCB9,3,0.08108108108108109,0.5179525817356991,0.34097399625520386,,,,,insufficient_pairs,
ABCC1,37,1.0,0.7292961664868272,0.3316489201614864,0.6187189111590282,0.8398734218146261,1.5519234024892821e-15,1.2102608057792501e-14,tested,1796.0
ABCC10,25,0.6756756756756757,-0.13970849238866376,0.6282835157263679,,,,,insufficient_pairs,
ABCC2,37,1.0,-1.0166083234558299,0.7823874046306689,-1.2774692717290037,-0.755747375182656,2.224688230686433e-09,6.238229445756305e-09,tested,1041.0
ABCC3,37,1.0,1.0863200700218685,0.5856166380276313,0.8910657617133786,1.2815743783303584,2.2412514949733458e-13,1.1078851369101128e-12,tested,893.0
ABCC4,37,1.0,0.095644949254651,0.522560989948069,-0.07858555926531999,0.26987545777462196,0.2729432768894539,0.3063981510556654,tested,6534.0
ABCC5,4,0.10810810810810811,0.19795071708119977,0.7314460429466694,,,,,insufficient_pairs,
ABCC6,37,1.0,-1.2842626118217493,0.6690952284588124,-1.5073500679180227,-1.0611751557254758,8.481389359926752e-14,4.566511035534463e-13,tested,615.0
ABCC9,6,0.16216216216216217,0.5283304997416157,0.3654308124925104,,,,,insufficient_pairs,
ABCD1,37,1.0,0.46582688565092456,0.45490103921240055,0.31415532785607986,0.6174984434457693,3.440428999815243e-07,7.552320662732321e-07,tested,2912.0
ABCD3,37,1.0,-1.094928813521273,0.5846347842963193,-1.2898557554970487,-0.900001871545497,1.7089732470384708e-13,8.637791655500071e-13,tested,879.0
ABCE1,37,1.0,0.21000474742538075,0.1482257163263121,0.1605838330669691,0.2594256617837924,2.8211903217516797e-10,8.853304668997219e-10,tested,4949.0
ABCF1,37,1.0,0.03761557684592992,0.17131787656405545,-0.019504647063786927,0.09473580075564678,0.1900737964452326,0.21859027187892432,tested,7460.0
ABCF2,37,1.0,0.014899349658315648,0.15993049716285498,-0.038424132929439594,0.06822283224607088,0.5744488601234197,0.6082178491513609,tested,7848.0
ABCF3,37,1.0,-0.09772273149688648,0.2024407618319003,-0.16521984199234752,-0.030225621001425437,0.005757626523707838,0.007956487879305009,tested,6505.0
ABCG2,19,0.5135135135135135,0.3546020656862697,0.44055013148102445,,,,,insufficient_pairs,
ABHD10,37,1.0,-1.360014032502,0.5391020953265534,-1.5397596201362045,-1.1802684448677956,2.2709973569646388e-17,3.14478692222141e-16,tested,519.0
ABHD11,37,1.0,-0.6025316586099381,0.36846617187792374,-0.7253843968234767,-0.4796789203963995,7.162705474408905e-12,2.753079808533499e-11,tested,2257.0
ABHD12,37,1.0,0.3594202014880406,0.3255836355243307,0.2508652127415167,0.4679751902345645,7.78978621481988e-08,1.8334109755310935e-07,tested,3579.0
ABHD13,13,0.35135135135135137,-0.14127445272409137,0.4266019797782714,,,,,insufficient_pairs,
ABHD14A,11,0.2972972972972973,-0.49645258651879093,0.5955202259099376,,,,,insufficient_pairs,
ABHD14B,37,1.0,-0.7349952513001129,0.3224045078797832,-0.8424902661166761,-0.6275002364835497,5.205026799720804e-16,4.64090978272791e-15,tested,1782.0
ABHD15,34,0.918918918918919,-1.5907816389811353,1.247244815171863,-2.0259659282521154,-1.155597349710155,1.514463986592131e-08,3.8538295341631736e-08,tested,293.0
ABHD16A,11,0.2972972972972973,-0.23035788215069133,0.2826839984149398,,,,,insufficient_pairs,
ABHD17A,21,0.5675675675675675,0.23287802902765312,0.36618204319249203,,,,,insufficient_pairs,
ABHD17B,29,0.7837837837837838,0.08770846267432414,0.35138809348215744,,,,,insufficient_pairs,
ABHD17C,5,0.13513513513513514,0.6530876035107596,0.9403867895280187,,,,,insufficient_pairs,
ABHD18,16,0.43243243243243246,-0.8254466833971177,0.34022680826360635,,,,,insufficient_pairs,
ABHD2,3,0.08108108108108109,-0.1655765749163304,0.6547568388040917,,,,,insufficient_pairs,
ABHD3,31,0.8378378378378378,-0.1652726731698562,0.4791927041042548,-0.341041976085398,0.010496629745685632,0.06436989134390823,0.07899230823948193,tested,5492.0
